Region,Country,Year,Series,Value,Footnotes,Source
554,New Zealand,2019,Current health expenditure (% of GDP),9.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2020,Current health expenditure (% of GDP),10.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2005,Domestic general government health expenditure (% of total government expenditure),17.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2010,Domestic general government health expenditure (% of total government expenditure),17.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2015,Domestic general government health expenditure (% of total government expenditure),18.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2018,Domestic general government health expenditure (% of total government expenditure),19.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2019,Domestic general government health expenditure (% of total government expenditure),18.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
554,New Zealand,2020,Domestic general government health expenditure (% of total government expenditure),18.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2005,Current health expenditure (% of GDP),6.2,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2010,Current health expenditure (% of GDP),7.7,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2015,Current health expenditure (% of GDP),8.0,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2018,Current health expenditure (% of GDP),8.5,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2019,Current health expenditure (% of GDP),8.6,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2020,Current health expenditure (% of GDP),8.6,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2005,Domestic general government health expenditure (% of total government expenditure),11.8,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2010,Domestic general government health expenditure (% of total government expenditure),15.7,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2015,Domestic general government health expenditure (% of total government expenditure),17.6,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2018,Domestic general government health expenditure (% of total government expenditure),18.7,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2019,Domestic general government health expenditure (% of total government expenditure),18.9,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
558,Nicaragua,2020,Domestic general government health expenditure (% of total government expenditure),18.4,Data revision.;Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2005,Current health expenditure (% of GDP),5.9,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2010,Current health expenditure (% of GDP),5.0,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2015,Current health expenditure (% of GDP),5.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2018,Current health expenditure (% of GDP),5.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2019,Current health expenditure (% of GDP),5.7,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2020,Current health expenditure (% of GDP),6.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2005,Domestic general government health expenditure (% of total government expenditure),12.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2010,Domestic general government health expenditure (% of total government expenditure),9.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2015,Domestic general government health expenditure (% of total government expenditure),4.6,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2018,Domestic general government health expenditure (% of total government expenditure),8.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2019,Domestic general government health expenditure (% of total government expenditure),9.4,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
562,Niger,2020,Domestic general government health expenditure (% of total government expenditure),10.2,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
566,Nigeria,2005,Current health expenditure (% of GDP),4.5,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
