T10,Health personnel,,,,,
454,Malawi,2009,Health personnel: Nurses and midwives personnel (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Physicians (number),200,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Pharmacists (number),170,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Nurses and midwives (number),"3,593",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2013,Health personnel: Nurses and midwives personnel (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Physicians (number),958,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Dentists (number),149,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Pharmacists (number),151,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Nurses and midwives (number),"13,564",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
454,Malawi,2020,Health personnel: Nurses and midwives personnel (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Physicians (number),"17,442",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Physicians (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Dentists (number),"2,160",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Pharmacists (number),"2,880",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Nurses and midwives (number),"43,380",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2002,Health personnel: Nurses and midwives personnel (per 1000 population),1.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2005,Health personnel: Physicians (number),"20,105",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2005,Health personnel: Physicians (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Physicians (number),"32,979",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Physicians (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Dentists (number),"3,810",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Pharmacists (number),"7,759",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Pharmacists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Nurses and midwives (number),"90,199",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),3.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Physicians (number),"46,491",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Physicians (per 1000 population),1.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Dentists (number),"10,596",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Pharmacists (number),"10,511",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Pharmacists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Nurses and midwives (number),"126,622",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Physicians (number),"61,158",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Physicians (per 1000 population),1.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Dentists (number),"9,717",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Nurses and midwives (number),"135,078",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2018,Health personnel: Nurses and midwives personnel (per 1000 population),4.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2019,Health personnel: Physicians (number),"67,586",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2019,Health personnel: Physicians (per 1000 population),2.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2019,Health personnel: Nurses and midwives (number),"111,324",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2019,Health personnel: Nurses and midwives personnel (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2020,Health personnel: Physicians (number),"73,973",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
458,Malaysia,2020,Health personnel: Physicians (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
462,Maldives,2004,Health personnel: Physicians (number),302,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
462,Maldives,2004,Health personnel: Physicians (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
