"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",3,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",11,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",11,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",10,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",12,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",12,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",13,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",9,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",6,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",18,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",11,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",13,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",4,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",3,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",2,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",2,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",6,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",12,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",8,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",8,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",3,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",2,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",7,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",4,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",4,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",6,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",8,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",21,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",26,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",49,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",29,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",20,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",31,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",40,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",39,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",26,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",20,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",19,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",11,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",12,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",6,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",4,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",10,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",27,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",14,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",20,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",25,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",11,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",24,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",24,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",19,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",61,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",54,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",44,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",45,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",59,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",41,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",39,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",27,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",41,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",32,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",29,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",29,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",32,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",50,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",70,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",102,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",111,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",154,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",53,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",53,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",51,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",70,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",65,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",58,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",59,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",37,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",40,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",43,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",28,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",24,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",23,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",34,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",26,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",20,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",19,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",28,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",41,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",46,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",0,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",3,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",6,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",5,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",4,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",8,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",7,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",17,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",7,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",12,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",6,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",2,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",1,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",89,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",79,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",62,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",59,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",53,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",27,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",23,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",13,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",11,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",22,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",38,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",38,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",39,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",46,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",52,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",67,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",74,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",86,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",109,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",123,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",159,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",148,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",153,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2000","2000",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2001","2001",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2002","2002",15,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2003","2003",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2004","2004",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2005","2005",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2006","2006",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2007","2007",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2008","2008",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2009","2009",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2010","2010",2,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2011","2011",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2012","2012",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2013","2013",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2014","2014",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2015","2015",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2016","2016",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2017","2017",11,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2018","2018",20,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2019","2019",20,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2020","2020",26,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2021","2021",29,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2010","2010",1,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","ARE","United Arab Emirates","2013","2013",1,,
